filepath,skater,camera,jump_type,attempt_number,group_id,is_combination,is_target_class,split,file_size_bytes,mp4_header_ok
skater_A/cam_10/Toeloop_10.mp4,A,10,Toeloop,10,A_Toeloop_10,False,True,val,2550458,True
skater_A/cam_10/Toeloop_2.mp4,A,10,Toeloop,2,A_Toeloop_2,False,True,train,2200726,True
skater_A/cam_10/Toeloop_3.mp4,A,10,Toeloop,3,A_Toeloop_3,False,True,train,2757764,True
skater_A/cam_10/Toeloop_4.mp4,A,10,Toeloop,4,A_Toeloop_4,False,True,val,2451137,True
skater_A/cam_10/Toeloop_5.mp4,A,10,Toeloop,5,A_Toeloop_5,False,True,train,2172721,True
skater_A/cam_10/Toeloop_6.mp4,A,10,Toeloop,6,A_Toeloop_6,False,True,test,2840209,True
skater_A/cam_10/Toeloop_7.mp4,A,10,Toeloop,7,A_Toeloop_7,False,True,train,2197447,True
skater_A/cam_10/Toeloop_8.mp4,A,10,Toeloop,8,A_Toeloop_8,False,True,train,2656658,True
skater_A/cam_10/Toeloop_9.mp4,A,10,Toeloop,9,A_Toeloop_9,False,True,train,2735403,True
skater_A/cam_11/Axel_1.mp4,A,11,Axel,1,A_Axel_1,False,True,test,2515187,True
skater_A/cam_11/Axel_10.mp4,A,11,Axel,10,A_Axel_10,False,True,test,2867200,True
skater_A/cam_11/Axel_2.mp4,A,11,Axel,2,A_Axel_2,False,True,train,3020791,True
skater_A/cam_11/Axel_3.mp4,A,11,Axel,3,A_Axel_3,False,True,train,2924716,True
skater_A/cam_11/Axel_4.mp4,A,11,Axel,4,A_Axel_4,False,True,val,2453560,True
skater_A/cam_11/Axel_5.mp4,A,11,Axel,5,A_Axel_5,False,True,train,3155967,True
skater_A/cam_11/Axel_6.mp4,A,11,Axel,6,A_Axel_6,False,True,train,2788934,True
skater_A/cam_11/Axel_7.mp4,A,11,Axel,7,A_Axel_7,False,True,train,2525648,True
skater_A/cam_11/Axel_8.mp4,A,11,Axel,8,A_Axel_8,False,True,train,3070808,True
skater_A/cam_11/Axel_9.mp4,A,11,Axel,9,A_Axel_9,False,True,train,2381536,True
skater_A/cam_11/Flip_1.mp4,A,11,Flip,1,A_Flip_1,False,True,val,3290394,True
skater_A/cam_11/Flip_10.mp4,A,11,Flip,10,A_Flip_10,False,True,train,2973054,True
skater_A/cam_11/Flip_2.mp4,A,11,Flip,2,A_Flip_2,False,True,train,3007027,True
skater_A/cam_11/Flip_3.mp4,A,11,Flip,3,A_Flip_3,False,True,train,3121457,True
skater_A/cam_11/Flip_4.mp4,A,11,Flip,4,A_Flip_4,False,True,train,3101495,True
skater_A/cam_11/Flip_5.mp4,A,11,Flip,5,A_Flip_5,False,True,train,3198085,True
skater_A/cam_11/Flip_6.mp4,A,11,Flip,6,A_Flip_6,False,True,val,3301572,True
skater_A/cam_11/Flip_7.mp4,A,11,Flip,7,A_Flip_7,False,True,train,3264206,True
skater_A/cam_11/Flip_8.mp4,A,11,Flip,8,A_Flip_8,False,True,train,3330069,True
skater_A/cam_11/Flip_9.mp4,A,11,Flip,9,A_Flip_9,False,True,test,2800806,True
skater_A/cam_11/Loop_1.mp4,A,11,Loop,1,A_Loop_1,False,True,train,2777190,True
skater_A/cam_11/Loop_10.mp4,A,11,Loop,10,A_Loop_10,False,True,train,2744974,True
skater_A/cam_11/Loop_2.mp4,A,11,Loop,2,A_Loop_2,False,True,train,2510971,True
skater_A/cam_11/Loop_3.mp4,A,11,Loop,3,A_Loop_3,False,True,test,2670965,True
skater_A/cam_11/Loop_4.mp4,A,11,Loop,4,A_Loop_4,False,True,train,3371510,True
skater_A/cam_11/Loop_5.mp4,A,11,Loop,5,A_Loop_5,False,True,train,3125111,True
skater_A/cam_11/Loop_6.mp4,A,11,Loop,6,A_Loop_6,False,True,val,2477563,True
skater_A/cam_11/Loop_7.mp4,A,11,Loop,7,A_Loop_7,False,True,train,2482777,True
skater_A/cam_11/Loop_8.mp4,A,11,Loop,8,A_Loop_8,False,True,test,2930193,True
skater_A/cam_11/Loop_9.mp4,A,11,Loop,9,A_Loop_9,False,True,train,3239633,True
skater_A/cam_11/Lutz_1.mp4,A,11,Lutz,1,A_Lutz_1,False,True,train,3236235,True
skater_A/cam_11/Lutz_10.mp4,A,11,Lutz,10,A_Lutz_10,False,True,train,2878569,True
skater_A/cam_11/Lutz_2.mp4,A,11,Lutz,2,A_Lutz_2,False,True,train,2692967,True
skater_A/cam_11/Lutz_3.mp4,A,11,Lutz,3,A_Lutz_3,False,True,train,2877370,True
skater_A/cam_11/Lutz_4.mp4,A,11,Lutz,4,A_Lutz_4,False,True,val,2801385,True
skater_A/cam_11/Lutz_5.mp4,A,11,Lutz,5,A_Lutz_5,False,True,val,3224928,True
skater_A/cam_11/Lutz_6.mp4,A,11,Lutz,6,A_Lutz_6,False,True,test,3253362,True
skater_A/cam_11/Lutz_7.mp4,A,11,Lutz,7,A_Lutz_7,False,True,train,2959582,True
skater_A/cam_11/Lutz_8.mp4,A,11,Lutz,8,A_Lutz_8,False,True,train,3339439,True
skater_A/cam_11/Lutz_9.mp4,A,11,Lutz,9,A_Lutz_9,False,True,train,2766535,True
skater_A/cam_11/Salchow_1.mp4,A,11,Salchow,1,A_Salchow_1,False,True,train,2767399,True
skater_A/cam_11/Salchow_10.mp4,A,11,Salchow,10,A_Salchow_10,False,True,test,2916024,True
skater_A/cam_11/Salchow_2.mp4,A,11,Salchow,2,A_Salchow_2,False,True,train,2751354,True
skater_A/cam_11/Salchow_3.mp4,A,11,Salchow,3,A_Salchow_3,False,True,train,2537610,True
skater_A/cam_11/Salchow_4.mp4,A,11,Salchow,4,A_Salchow_4,False,True,train,3312086,True
skater_A/cam_11/Salchow_5.mp4,A,11,Salchow,5,A_Salchow_5,False,True,test,2768486,True
skater_A/cam_11/Salchow_6.mp4,A,11,Salchow,6,A_Salchow_6,False,True,train,2991329,True
skater_A/cam_11/Salchow_7.mp4,A,11,Salchow,7,A_Salchow_7,False,True,train,2725897,True
skater_A/cam_11/Salchow_8.mp4,A,11,Salchow,8,A_Salchow_8,False,True,val,3181328,True
skater_A/cam_11/Salchow_9.mp4,A,11,Salchow,9,A_Salchow_9,False,True,train,2993905,True
skater_A/cam_11/Toeloop_1.mp4,A,11,Toeloop,1,A_Toeloop_1,False,True,train,3283563,True
skater_A/cam_11/Toeloop_10.mp4,A,11,Toeloop,10,A_Toeloop_10,False,True,val,2907138,True
skater_A/cam_11/Toeloop_2.mp4,A,11,Toeloop,2,A_Toeloop_2,False,True,train,2598148,True
skater_A/cam_11/Toeloop_3.mp4,A,11,Toeloop,3,A_Toeloop_3,False,True,train,3116688,True
skater_A/cam_11/Toeloop_4.mp4,A,11,Toeloop,4,A_Toeloop_4,False,True,val,2912235,True
skater_A/cam_11/Toeloop_5.mp4,A,11,Toeloop,5,A_Toeloop_5,False,True,train,2431465,True
skater_A/cam_11/Toeloop_6.mp4,A,11,Toeloop,6,A_Toeloop_6,False,True,test,3188493,True
skater_A/cam_11/Toeloop_7.mp4,A,11,Toeloop,7,A_Toeloop_7,False,True,train,2543579,True
skater_A/cam_11/Toeloop_8.mp4,A,11,Toeloop,8,A_Toeloop_8,False,True,train,3233488,True
skater_A/cam_11/Toeloop_9.mp4,A,11,Toeloop,9,A_Toeloop_9,False,True,train,3178510,True
skater_A/cam_12/Axel_1.mp4,A,12,Axel,1,A_Axel_1,False,True,test,2722093,True
skater_A/cam_12/Axel_10.mp4,A,12,Axel,10,A_Axel_10,False,True,test,3070000,True
skater_A/cam_12/Axel_2.mp4,A,12,Axel,2,A_Axel_2,False,True,train,3192027,True
skater_A/cam_12/Axel_3.mp4,A,12,Axel,3,A_Axel_3,False,True,train,3035635,True
skater_A/cam_12/Axel_4.mp4,A,12,Axel,4,A_Axel_4,False,True,val,2602529,True
skater_A/cam_12/Axel_5.mp4,A,12,Axel,5,A_Axel_5,False,True,train,3260868,True
skater_A/cam_12/Axel_6.mp4,A,12,Axel,6,A_Axel_6,False,True,train,2946215,True
skater_A/cam_12/Axel_7.mp4,A,12,Axel,7,A_Axel_7,False,True,train,2706030,True
skater_A/cam_12/Axel_8.mp4,A,12,Axel,8,A_Axel_8,False,True,train,3174638,True
skater_A/cam_12/Axel_9.mp4,A,12,Axel,9,A_Axel_9,False,True,train,2600382,True
skater_A/cam_12/Flip_1.mp4,A,12,Flip,1,A_Flip_1,False,True,val,3487216,True
skater_A/cam_12/Flip_10.mp4,A,12,Flip,10,A_Flip_10,False,True,train,3149075,True
skater_A/cam_12/Flip_2.mp4,A,12,Flip,2,A_Flip_2,False,True,train,3201511,True
skater_A/cam_12/Flip_3.mp4,A,12,Flip,3,A_Flip_3,False,True,train,3281548,True
skater_A/cam_12/Flip_4.mp4,A,12,Flip,4,A_Flip_4,False,True,train,3222485,True
skater_A/cam_12/Flip_5.mp4,A,12,Flip,5,A_Flip_5,False,True,train,3235442,True
skater_A/cam_12/Flip_6.mp4,A,12,Flip,6,A_Flip_6,False,True,val,3467473,True
skater_A/cam_12/Flip_7.mp4,A,12,Flip,7,A_Flip_7,False,True,train,3434129,True
skater_A/cam_12/Flip_8.mp4,A,12,Flip,8,A_Flip_8,False,True,train,3436650,True
skater_A/cam_12/Flip_9.mp4,A,12,Flip,9,A_Flip_9,False,True,test,2944058,True
skater_A/cam_12/Loop_1.mp4,A,12,Loop,1,A_Loop_1,False,True,train,2871679,True
skater_A/cam_12/Loop_10.mp4,A,12,Loop,10,A_Loop_10,False,True,train,2813058,True
skater_A/cam_12/Loop_2.mp4,A,12,Loop,2,A_Loop_2,False,True,train,2588576,True
skater_A/cam_12/Loop_3.mp4,A,12,Loop,3,A_Loop_3,False,True,test,2822491,True
skater_A/cam_12/Loop_4.mp4,A,12,Loop,4,A_Loop_4,False,True,train,3410100,True
skater_A/cam_12/Loop_5.mp4,A,12,Loop,5,A_Loop_5,False,True,train,3239760,True
skater_A/cam_12/Loop_6.mp4,A,12,Loop,6,A_Loop_6,False,True,val,2558027,True
skater_A/cam_12/Loop_7.mp4,A,12,Loop,7,A_Loop_7,False,True,train,2601602,True
skater_A/cam_12/Loop_8.mp4,A,12,Loop,8,A_Loop_8,False,True,test,3114491,True
skater_A/cam_12/Loop_9.mp4,A,12,Loop,9,A_Loop_9,False,True,train,3376199,True
skater_A/cam_12/Lutz_1.mp4,A,12,Lutz,1,A_Lutz_1,False,True,train,3352021,True
skater_A/cam_12/Lutz_10.mp4,A,12,Lutz,10,A_Lutz_10,False,True,train,3183201,True
skater_A/cam_12/Lutz_2.mp4,A,12,Lutz,2,A_Lutz_2,False,True,train,3022408,True
skater_A/cam_12/Lutz_3.mp4,A,12,Lutz,3,A_Lutz_3,False,True,train,2960695,True
skater_A/cam_12/Lutz_4.mp4,A,12,Lutz,4,A_Lutz_4,False,True,val,2921353,True
skater_A/cam_12/Lutz_5.mp4,A,12,Lutz,5,A_Lutz_5,False,True,val,3315959,True
skater_A/cam_12/Lutz_6.mp4,A,12,Lutz,6,A_Lutz_6,False,True,test,3399535,True
skater_A/cam_12/Lutz_7.mp4,A,12,Lutz,7,A_Lutz_7,False,True,train,3047164,True
skater_A/cam_12/Lutz_8.mp4,A,12,Lutz,8,A_Lutz_8,False,True,train,3390760,True
skater_A/cam_12/Lutz_9.mp4,A,12,Lutz,9,A_Lutz_9,False,True,train,2903760,True
skater_A/cam_12/Salchow_1.mp4,A,12,Salchow,1,A_Salchow_1,False,True,train,2867685,True
skater_A/cam_12/Salchow_10.mp4,A,12,Salchow,10,A_Salchow_10,False,True,test,3207247,True
skater_A/cam_12/Salchow_2.mp4,A,12,Salchow,2,A_Salchow_2,False,True,train,2868199,True
skater_A/cam_12/Salchow_3.mp4,A,12,Salchow,3,A_Salchow_3,False,True,train,2678961,True
skater_A/cam_12/Salchow_4.mp4,A,12,Salchow,4,A_Salchow_4,False,True,train,3408004,True
skater_A/cam_12/Salchow_5.mp4,A,12,Salchow,5,A_Salchow_5,False,True,test,2848837,True
skater_A/cam_12/Salchow_6.mp4,A,12,Salchow,6,A_Salchow_6,False,True,train,3137475,True
skater_A/cam_12/Salchow_7.mp4,A,12,Salchow,7,A_Salchow_7,False,True,train,2851296,True
skater_A/cam_12/Salchow_8.mp4,A,12,Salchow,8,A_Salchow_8,False,True,val,3326018,True
skater_A/cam_12/Salchow_9.mp4,A,12,Salchow,9,A_Salchow_9,False,True,train,3164035,True
skater_A/cam_12/Toeloop_1.mp4,A,12,Toeloop,1,A_Toeloop_1,False,True,train,3354722,True
skater_A/cam_12/Toeloop_10.mp4,A,12,Toeloop,10,A_Toeloop_10,False,True,val,2967738,True
skater_A/cam_12/Toeloop_2.mp4,A,12,Toeloop,2,A_Toeloop_2,False,True,train,2715474,True
skater_A/cam_12/Toeloop_3.mp4,A,12,Toeloop,3,A_Toeloop_3,False,True,train,3325219,True
skater_A/cam_12/Toeloop_4.mp4,A,12,Toeloop,4,A_Toeloop_4,False,True,val,2935440,True
skater_A/cam_12/Toeloop_5.mp4,A,12,Toeloop,5,A_Toeloop_5,False,True,train,2666647,True
skater_A/cam_12/Toeloop_6.mp4,A,12,Toeloop,6,A_Toeloop_6,False,True,test,3287161,True
skater_A/cam_12/Toeloop_7.mp4,A,12,Toeloop,7,A_Toeloop_7,False,True,train,2733416,True
skater_A/cam_12/Toeloop_8.mp4,A,12,Toeloop,8,A_Toeloop_8,False,True,train,3391257,True
skater_A/cam_12/Toeloop_9.mp4,A,12,Toeloop,9,A_Toeloop_9,False,True,train,3268220,True
skater_A/cam_2/Axel_1.mp4,A,2,Axel,1,A_Axel_1,False,True,test,2288477,True
skater_A/cam_2/Axel_10.mp4,A,2,Axel,10,A_Axel_10,False,True,test,2286384,True
skater_A/cam_2/Axel_2.mp4,A,2,Axel,2,A_Axel_2,False,True,train,3086684,True
skater_A/cam_2/Axel_3.mp4,A,2,Axel,3,A_Axel_3,False,True,train,2540631,True
skater_A/cam_2/Axel_4.mp4,A,2,Axel,4,A_Axel_4,False,True,val,2418993,True
skater_A/cam_2/Axel_5.mp4,A,2,Axel,5,A_Axel_5,False,True,train,2673479,True
skater_A/cam_2/Axel_6.mp4,A,2,Axel,6,A_Axel_6,False,True,train,2913590,True
skater_A/cam_2/Axel_7.mp4,A,2,Axel,7,A_Axel_7,False,True,train,2424648,True
skater_A/cam_2/Axel_8.mp4,A,2,Axel,8,A_Axel_8,False,True,train,3115283,True
skater_A/cam_2/Axel_9.mp4,A,2,Axel,9,A_Axel_9,False,True,train,2443186,True
skater_A/cam_2/Flip_1.mp4,A,2,Flip,1,A_Flip_1,False,True,val,3228101,True
skater_A/cam_2/Flip_10.mp4,A,2,Flip,10,A_Flip_10,False,True,train,2627612,True
skater_A/cam_2/Flip_2.mp4,A,2,Flip,2,A_Flip_2,False,True,train,3138771,True
skater_A/cam_2/Flip_3.mp4,A,2,Flip,3,A_Flip_3,False,True,train,2673360,True
skater_A/cam_2/Flip_4.mp4,A,2,Flip,4,A_Flip_4,False,True,train,2969746,True
skater_A/cam_2/Flip_5.mp4,A,2,Flip,5,A_Flip_5,False,True,train,3097440,True
skater_A/cam_2/Flip_6.mp4,A,2,Flip,6,A_Flip_6,False,True,val,3115029,True
skater_A/cam_2/Flip_7.mp4,A,2,Flip,7,A_Flip_7,False,True,train,3104961,True
skater_A/cam_2/Flip_8.mp4,A,2,Flip,8,A_Flip_8,False,True,train,3079873,True
skater_A/cam_2/Flip_9.mp4,A,2,Flip,9,A_Flip_9,False,True,test,2766749,True
skater_A/cam_2/Loop_1.mp4,A,2,Loop,1,A_Loop_1,False,True,train,2852751,True
skater_A/cam_2/Loop_10.mp4,A,2,Loop,10,A_Loop_10,False,True,train,2466739,True
skater_A/cam_2/Loop_2.mp4,A,2,Loop,2,A_Loop_2,False,True,train,2469502,True
skater_A/cam_2/Loop_3.mp4,A,2,Loop,3,A_Loop_3,False,True,test,2735588,True
skater_A/cam_2/Loop_4.mp4,A,2,Loop,4,A_Loop_4,False,True,train,3117023,True
skater_A/cam_2/Loop_5.mp4,A,2,Loop,5,A_Loop_5,False,True,train,2956228,True
skater_A/cam_2/Loop_6.mp4,A,2,Loop,6,A_Loop_6,False,True,val,2457246,True
skater_A/cam_2/Loop_7.mp4,A,2,Loop,7,A_Loop_7,False,True,train,2603099,True
